I_x(Ch1),I_z(Ch2)
4.8612391624802261e-07,-2.23e-08
5.0912838344704913e-07,-2.47e-08
5.3322147330672471e-07,-2.69e-08
5.5845470187769409e-07,-2.92e-08
5.8488202306493716e-07,-3.21e-08
6.1255994399247468e-07,-3.53e-08
6.4154764582737633e-07,-3.85e-08
6.7190711032144174e-07,-4.22e-08
7.0370325234111581e-07,-4.6200000000000003e-08
7.3700405866900303e-07,-5.0700000000000004e-08
7.7188073337379232e-07,-5.56e-08
8.0840785005940206e-07,-6.1e-08
8.4666351131890437e-07,-6.66e-08
8.8672951573414711e-07,-7.270000000000001e-08
9.2869153277818482e-07,-7.98e-08
9.7263928599448498e-07,-8.730000000000001e-08
1.0186667448445629e-06,-9.6e-08
1.0668723256342968e-06,-1.049e-07
1.1173591019485101e-06,-1.1500000000000001e-07
1.1702350250437907e-06,-1.259e-07
1.2256131546707989e-06,-1.375e-07
1.283611900819576e-06,-1.508e-07
1.3443552769048173e-06,-1.648e-07
1.4079731649323967e-06,-1.805e-07
1.474601593214192e-06,-1.969e-07
1.5443830272249818e-06,-2.2900000000000003e-07
1.6174666742233376e-06,-2.5000000000000004e-07
1.6940088022878721e-06,-2.73e-07
1.7741730744509583e-06,-2.98e-07
1.8581308986444497e-06,-3.2600000000000003e-07
1.9460617942055622e-06,-3.5700000000000003e-07
2.0381537757266682e-06,-4.09e-07
2.1346037550697011e-06,-4.4800000000000004e-07
2.2356179624047784e-06,-4.900000000000001e-07
2.3414123871733303e-06,-5.36e-07
2.4522132399185376e-06,-5.860000000000001e-07
2.5682574359706878e-06,-6.44e-07
2.6897931020215225e-06,-7.030000000000001e-07
2.8170801066708714e-06,-7.660000000000001e-07
2.9503906160799091e-06,-8.380000000000001e-07
3.0900096759191579e-06,-9.15e-07
3.2362358208556053e-06,-9.99e-07
3.3893817128820335e-06,-1.096e-06
3.5497748098536168e-06,-1.2000000000000002e-06
3.717758065661061e-06,-1.3150000000000001e-06
3.893690663537568e-06,-1.4390000000000001e-06
4.0779487840674894e-06,-1.5640000000000002e-06
4.2709264095388591e-06,-1.706e-06
4.4730361663597208e-06,-1.8630000000000002e-06
4.6847102073393804e-06,-2.14e-06
4.9064011357213101e-06,-2.34e-06
5.1385829729432024e-06,-2.56e-06
5.3817521721937008e-06,-2.79e-06
5.6364286799328385e-06,-3.05e-06
5.9031570476459933e-06,-3.34e-06
6.1825075962085722e-06,-3.66e-06
6.4750776353508998e-06,-4.01e-06
6.7814927408310881e-06,-4.38e-06
7.1024080920463751e-06,-4.79e-06
7.4385098729433688e-06,-5.2600000000000005e-06
7.7905167392224072e-06,-5.76e-06
8.1591813549733083e-06,-6.29e-06
8.5452920020282212e-06,-6.88e-06
8.9496742654724591e-06,-7.51e-06
9.373192798917727e-06,-8.210000000000001e-06
9.8167531733117353e-06,-9.04e-06
1.0281303813237812e-05,-9.91e-06
1.0767838024844435e-05,-1.083e-05
1.1277396119740903e-05,-1.185e-05
1.1811067639400605e-05,-1.297e-05
1.2369993684827747e-05,-1.418e-05
1.2955369356469457e-05,-1.552e-05
1.3568446309589612e-05,-1.6950000000000002e-05
1.4210535430568909e-05,-1.8540000000000002e-05
1.4883009639853311e-05,-2.17e-05
1.5587306827544276e-05,-2.37e-05
1.6324932927907624e-05,-2.59e-05
1.7097465139375156e-05,-2.8199999999999998e-05
1.7906555296923757e-05,-3.09e-05
1.8753933404042987e-05,-3.37e-05
1.9641411331843434e-05,-3.68e-05
2.0570886693214974e-05,-4.13e-05
2.1544346900318867e-05,-4.5299999999999997e-05
2.2563873414089372e-05,-4.9399999999999995e-05
2.3631646194831501e-05,-5.41e-05
2.4749948363430446e-05,-5.9199999999999996e-05
2.5921171083140549e-05,-6.46e-05
2.7147818672390661e-05,-7.06e-05
2.8432513959539416e-05,-7.7e-05
2.977800389102918e-05,-8.4e-05
3.1187165404930358e-05,-9.15e-05
3.2663011582435215e-05,-9.98e-05
3.4208698090453372e-05,-0.0001092
3.5827529929086318e-05,-0.00011949999999999999
3.7522968498406369e-05,-0.0001303
3.9298638999652158e-05,-0.0001424
4.1158338186664871e-05,-0.0001549
4.3106042484139616e-05,-0.0001684
4.5145916490051103e-05,-0.00018339999999999999
4.7282321880431948e-05,-0.00020999999999999998
4.9519826735546421e-05,-0.00022799999999999999
5.1863215307398004e-05,-0.000249
5.4317498249458329e-05,-0.000271
5.6887923330489153e-05,-0.000296
5.9579986655366221e-05,-0.000323
6.2399444416898203e-05,-0.00035299999999999996
6.535232520376647e-05,-0.000384
6.8444942890905975e-05,-0.00041799999999999997
7.1683910139885655e-05,-0.00045599999999999997
7.5076152538158466e-05,-0.0004969999999999999
7.8628923407411509e-05,-0.00054
8.2349819312680262e-05,-0.0005859999999999999
8.6246796305389616e-05,-0.000637
9.0328186935049749e-05,-0.0006929999999999999
9.4602718065986134e-05,-0.0007509999999999999
9.9079529537194182e-05,-0.0008169999999999999
0.0001037681937052218,-0.000886
0.00010867873591186356,-0.0009599999999999999
0.00011382165592043307,-0.00104
0.0001192079503664454,-0.001125
0.00012484913627071786,-0.001217
0.00013075727566516196,-0.001315
0.00013694500138392414,-0.001419
0.00014342554407501817,-0.001532
0.00015021276049021075,-0.001651
0.00015732116311364611,-0.001779
0.00016476595119256486,-0.001914
0.00017256304323646235,-0.00216
0.00018072911105418283,-0.00232
0.00018928161540172442,-0.00248
0.000198238843316975,-0.00266
0.00020761994722121404,-0.0029300000000000003
0.0002174449858709829,-0.0031400000000000004
0.00022773496724789105,-0.00335
0.0002385118934780594,-0.0035900000000000003
0.00024979880787725562,-0.0038400000000000005
0.00026161984422231043,-0.004090000000000001
0.00027400027835416241,-0.004350000000000001
0.00028696658222287911,-0.0046300000000000004
0.00030054648049020595,-0.00491
0.00031476900981067718,-0.005220000000000001
0.00032966458091803521,-0.005540000000000001
0.00034526504364972303,-0.00589
0.00036160375504848115,-0.00625
0.00037871565068665718,-0.0066300000000000005
0.00039663731936574807,-0.00702
0.00041540708135088649,-0.00742
0.00043506507030756266,-0.00783
0.00045565331911576597,-0.008270000000000001
0.00047721584974505044,-0.008740000000000001
0.00049979876738268938,-0.009250000000000001
0.00052345035901617493,-0.009760000000000001
0.00054822119668087135,-0.010280000000000001
0.00057416424559357103,-0.010820000000000001
0.00060133497740317849,-0.011420000000000001
0.00062979148880065706,-0.01204
0.00065959462574187314,-0.012650000000000002
0.0006908081135489438,-0.013300000000000001
0.00072349869316825645,-0.013970000000000002
0.00075773626387653657,-0.01468
0.0007935940327400753,-0.0154
0.00083114867114671121,-0.01614
0.00087048047874523668,-0.01693
0.00091167355514280043,-0.017730000000000003
0.00095481597972740199,-0.01855
0.001,-0.019430000000000003
